Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,64,Bhutan,BTN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,68,Bolivia (Plurinational State of),BOL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,21234000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,76,Brazil,BRA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3005078000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,84,Belize,BLZ,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1136000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,90,Solomon Isds,SLB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1737000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,92,Br. Virgin Isds,VGB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,585000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,96,Brunei Darussalam,BRN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,806000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,100,Bulgaria,BGR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,174665000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,104,Myanmar,MMR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,8680000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,108,Burundi,BDI,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,43577000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,116,Cambodia,KHM,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,388000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,120,Cameroon,CMR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,138400000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,124,Canada,CAN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2274158000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,132,Cabo Verde,CPV,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,225000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,136,Cayman Isds,CYM,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,844000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,140,Central African Rep.,CAF,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,4184000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,144,Sri Lanka,LKA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,135873000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,148,Chad,TCD,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,12119000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,152,Chile,CHL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,780536000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,156,China,CHN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3084352000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,166,Cocos Isds,CCK,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,91000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,170,Colombia,COL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,674213000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,174,Comoros,COM,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2341000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,178,Congo,COG,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,22519000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,180,Dem. Rep. of the Congo,COD,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,218004000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,184,Cook Isds,COK,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,596000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,188,Costa Rica,CRI,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,180462000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,192,Cuba,CUB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,30119000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,196,Cyprus,CYP,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,45687000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,200,Czechoslovakia,CSK,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1328173000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,204,Benin,BEN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1981000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,208,Denmark,DNK,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,4920215000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,212,Dominica,DMA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,174000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,214,Dominican Rep.,DOM,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,37247000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,218,Ecuador,ECU,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,115438000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,222,El Salvador,SLV,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,112095000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,226,Equatorial Guinea,GNQ,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,4039000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,230,Fmr Ethiopia,ETH,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,96218000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,234,Faeroe Isds,FRO,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,55299000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,238,Falkland Isds (Malvinas),FLK,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2418000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,242,Fiji,FJI,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,856000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,246,Finland,FIN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2754616000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,251,France,FRA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,32196222000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,254,French Guiana,GUF,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,17823000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,258,French Polynesia,PYF,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,461000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,262,Djibouti,DJI,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,513000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,266,Gabon,GAB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,13071000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,270,Gambia,GMB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,660000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,288,Ghana,GHA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,255589000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,292,Gibraltar,GIB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,647000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,296,Kiribati,KIR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3665000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,300,Greece,GRC,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1817333000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,304,Greenland,GRL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,51710000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,308,Grenada,GRD,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2756000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,312,Guadeloupe,GLP,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,352000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,320,Guatemala,GTM,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,92544000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,324,Guinea,GIN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,54724000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,328,Guyana,GUY,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,15981000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,332,Haiti,HTI,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,6883000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,340,Honduras,HND,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,84814000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,344,"China, Hong Kong SAR",HKG,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2500655000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,348,Hungary,HUN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1431369000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,352,Iceland,ISL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,173362000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,360,Indonesia,IDN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,630119000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,364,Iran,IRN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,627900000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,368,Iraq,IRQ,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,149029000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,372,Ireland,IRL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2327436000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,376,Israel,ISR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,726594000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,381,Italy,ITA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,24067233000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,384,Côte d'Ivoire,CIV,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,227795000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,388,Jamaica,JAM,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,70651000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,392,Japan,JPN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,17118746000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,400,Jordan,JOR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,16590000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,404,Kenya,KEN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,160706000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,408,Dem. People's Rep. of Korea,PRK,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,27839000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,410,Rep. of Korea,KOR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2255369000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,414,Kuwait,KWT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,158192000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,418,Lao People's Dem. Rep.,LAO,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1032000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,422,Lebanon,LBN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,12805000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,430,Liberia,LBR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,190066000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,434,Libya,LBY,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1671368000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,446,"China, Macao SAR",MAC,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,186884000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,450,Madagascar,MDG,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,30484000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,454,Malawi,MWI,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,28801000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,458,Malaysia,MYS,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1163054000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,462,Maldives,MDV,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2533000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,466,Mali,MLI,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,10552000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,470,Malta,MLT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,190478000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,474,Martinique,MTQ,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,19101000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,478,Mauritania,MRT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,949000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,480,Mauritius,MUS,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,100049000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,484,Mexico,MEX,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,494749000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,490,"Other Asia, nes",,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2979170000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,496,Mongolia,MNG,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3916000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,504,Morocco,MAR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,421827000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,508,Mozambique,MOZ,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,11511000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,512,Oman,OMN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2741000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,520,Nauru,NRU,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,524,Nepal,NPL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,71869000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,528,Netherlands,NLD,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,27637256000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,530,Neth. Antilles,ANT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,7719000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,533,Aruba,ABW,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,326000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,540,New Caledonia,NCL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,86269000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,548,Vanuatu,VUT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,10568000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,554,New Zealand,NZL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,263612000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,558,Nicaragua,NIC,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,51832000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,562,Niger,NER,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,428000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,566,Nigeria,NGA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,697403000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,579,Norway,NOR,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3859999000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,586,Pakistan,PAK,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,318147000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,591,Panama,PAN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,154544000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,598,Papua New Guinea,PNG,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,352531000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,600,Paraguay,PRY,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,64106000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,604,Peru,PER,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,362486000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,608,Philippines,PHL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,495463000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,612,Pitcairn,PCN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,4000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,616,Poland,POL,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1907942000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,620,Portugal,PRT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2126999000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,624,Guinea-Bissau,GNB,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,138000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,634,Qatar,QAT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,19525000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,638,Réunion,REU,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2581000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,642,Romania,ROU,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,818367000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,646,Rwanda,RWA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,42440000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,654,Saint Helena,SHN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,2000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,659,Saint Kitts and Nevis,KNA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,1000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,662,Saint Lucia,LCA,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,496000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,666,Saint Pierre and Miquelon,SPM,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,672000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,670,Saint Vincent and the Grenadines,VCT,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3229000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,678,Sao Tome and Principe,STP,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,3868000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,682,Saudi Arabia,SAU,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,800085000,,,0
H0,1989,1989,1989,0,0,1,Import,280,Fmr Fed. Rep. of Germany,DEU,686,Senegal,SEN,,,,,,,,TOTAL,ALL COMMODITIES,1,No Quantity,0,,,,0,,15356000,,,0
